"Trade Association ID","Sector Grouping","Association Name","Website Link","Sectors","Brief Description"
"TRADE_ASSOCIATION_0614","Technology and Advanced Manufacturing","GTMA","https://www.gtma.co.uk/","Manufacturing","GTMA is a UK-based trade association representing leading companies in precision engineering rapid product development toolmaking tooling technologies metrology and other critical manufacturing related products and services."
"TRADE_ASSOCIATION_0615","Technology and Advanced Manufacturing","Host in Scotland","https://www.hostinscotland.com/","Technology","Host in Scotland promotes new investment in the Scottish datacentre sector be it from existing operators seeking to expand or new entrants to Scotland. Host in Scotland was created in 2017 and is an umbrella organisation to represent and p"
"TRADE_ASSOCIATION_0616","Technology and Advanced Manufacturing","Hustle Crew","https://www.hustlecrew.co/","Technology","Since 2016 Hustcle Crew have been helping tech teams all over the world optimize for inclusion in key decisions from hiring to product design. Their mission to make tech more inclusive."
"TRADE_ASSOCIATION_0617","Technology and Advanced Manufacturing","IEEE UK and Ireland Robotics and Automation Chapter","https://www.ieee.org/","Robotics","The Institute of Electrical and Electronics Engineers (IEEE) is the world's largest technical professional society. Founded in 1884 by a handful of practitioners of the new electrical engineering discipline today's Institute is comprised o"
"TRADE_ASSOCIATION_0618","Technology and Advanced Manufacturing","Immerse UK","https://www.immerseuk.org/","Technology","Immerse UK connects members to content applications services and solution providers along with buyers and customers of immersive tech in the UK. Their aim to support UK businesses in the immersive tech sector to be the most successful an"
"TRADE_ASSOCIATION_0619","Technology and Advanced Manufacturing","Independent Fire Engineering and Distributors Association (IFEDA)","https://ifeda.org/","Engineering","IFEDA the Independent Fire Engineering & Distributors Association was founded in 1989 to provide an independent representative body of fire trade companies; and is completely unaligned to any manufacturer."
"TRADE_ASSOCIATION_0620","Technology and Advanced Manufacturing","Industry Council for Packaging and the Environment (INCPEN)","https://incpen.org/","Packaging","INCPEN conducts research on behalf of members and government organisations to “cut through the noise” about environment and product packaging to help both industry and consumers make informed intelligent decisions about the products they"
"TRADE_ASSOCIATION_0621","Technology and Advanced Manufacturing","Industry Wales","https://www.industrywales.com/home/","All Sectors","Industry Wales is with its specialist aerospace automotive and electronics software and technology forums helping to grow Welsh technology and manufacturing businesses globally. The forums provide a range of services to support compani"
"TRADE_ASSOCIATION_0622","Technology and Advanced Manufacturing","Information Assurance Advisory Council","https://iaac.org.uk/","Cyber Security","The Information Assurance Advisory Council (IAAC) mission is to advance Information Assurance (IA) to ensure that the UK’s Information Society has a robust resilient and secure foundation. Further IAAC intends that users of digital produc"
"TRADE_ASSOCIATION_0623","Technology and Advanced Manufacturing","Information Security Forum","https://www.securityforum.org/","Cyber Security","The Information Security Forum (ISF) is an Non Profit Organisation engaged in the provision of opinion and guidance on all aspects of information security and the delivery of practical solutions to security challenges. ISF’s services inclu"
"TRADE_ASSOCIATION_0624","Technology and Advanced Manufacturing","Information Systems Security Association","https://www.issa.org/","Cyber Security","Information Systems Security Association (ISSA) is a non-profit international organisation of security professionals and practitioners providing educational forums and materials for its members. The goal of the organisation is the promotio"
"TRADE_ASSOCIATION_0625","Technology and Advanced Manufacturing","Innovation Alliance for the West Midlands","https://innovationwm.co.uk/","Technology","The Innovation Alliance for the West Midlands is an alliance of organisations active or interested in science and technology based innovation across the West Midlands. The Alliance has two principle objectives: to build and maintain a thriv"
"TRADE_ASSOCIATION_0626","Technology and Advanced Manufacturing","Institute Healthcare Engineering and Estate Management (IHEEM)","https://www.iheem.org.uk/","Engineering","The Institute of Healthcare Engineering and Estate Management (IHEEM) is the UK’s largest specialist Institute for the Healthcare Estates Sector; devoted to developing careers provision of education and training and registering engineers"
"TRADE_ASSOCIATION_0627","Technology and Advanced Manufacturing","Institute of Automotive Engineer Assessors (IAEA)","https://iaea-online.org/","Automotive","Founded in 1932 the Institute represents more than 1500 automotive engineer assessors who are responsible for a range of activities such as: Vehicle damage assessment Accident reconstruction Mechanical failures Vehicle fire investigati"
"TRADE_ASSOCIATION_0628","Technology and Advanced Manufacturing","Institute of Cast Metals Engineers (ICME)","https://www.icme.org.uk/","Advanced Materials & Metals","ICME is the Institute of Cast Metals Engineers the Institute for all individuals involved in the castings industry and associated industries."
"TRADE_ASSOCIATION_0629","Technology and Advanced Manufacturing","Institute of Coding","https://instituteofcoding.org/","Software and IT Services","The Institute of Coding is a family of learners businesses and educators creating a new way to develop the digital skills needed at work and beyond. The Institute of Coding brings together universities large corporates small and medium s"
"TRADE_ASSOCIATION_0630","Technology and Advanced Manufacturing","Institute of Highway Engineers (IHE)","https://www.theihe.org/","Automotive","Institute of choice for Highway Engineers - provide professional development opportunities support and leadership for individuals to achieve and maintain professional recognition."
"TRADE_ASSOCIATION_0631","Technology and Advanced Manufacturing","Institute of Lighting Professionals (ILP)","https://theilp.org.uk/","Engineering","The Institution of Lighting Professionals (ILP) is the UK and Ireland's largest and most influential professional lighting association dedicated solely to excellence in lighting. Founded in 1924 as the Association of Public Lighting Engine"
"TRADE_ASSOCIATION_0632","Technology and Advanced Manufacturing","Institute of Marine Engineering Science and Technology (IMarEST)","https://www.imarest.org/","Marine","IMarEST is the international professional body and learned society for all marine professionals a registered charity and the first Institute to bring together marine engineers scientists and technologists into one international multi-disc"
"TRADE_ASSOCIATION_0633","Technology and Advanced Manufacturing","Institute of Materials Minerals and Mining (IOM3)","https://www.iom3.org/","Advanced Materials & Metals","The Institute of Materials Minerals and Mining (IOM3) is a major UK engineering institution whose activities encompass the whole materials cycle from exploration and extraction through characterisation processing forming finishing and"
"TRADE_ASSOCIATION_0634","Technology and Advanced Manufacturing","Institute of Mechanical Engineers (IMECHE)","https://www.imeche.org/","Engineering","The Institution of Mechanical Engineers is the fastest growing professional engineering institution in the UK. Their 100000 members work at the heart of the country’s most important and dynamic industries. By working with leading companies"
"TRADE_ASSOCIATION_0635","Technology and Advanced Manufacturing","Institute of Physics (IOP)","https://www.iop.org/","All sectors","The Institute of Physics is the professional body and learned society for physics in the UK and Ireland inspiring people to develop their knowledge understanding and enjoyment of physics. IOP work with a range of partners to support and d"
"TRADE_ASSOCIATION_0636","Technology and Advanced Manufacturing","Institute of Water (IWater)","https://www.instituteofwater.org.uk/","Marine","The Institute of Water supports the careers of people working in all professions and at all levels across the UK water industry by offering a unique and independent learning development and networking framework."
"TRADE_ASSOCIATION_0637","Technology and Advanced Manufacturing","Institution of Agricultural Engineering (IAgE)","https://iagre.org/","Engineering","The IAgrE is the professional body for engineers scientists technologists and managers in agricultural and allied landbased industries including forestry food engineering and technology amenity renewable energy horticulture and the e"
"TRADE_ASSOCIATION_0638","Technology and Advanced Manufacturing","Institution of Chemical Engineers (IChemE)","https://www.icheme.org/","Chemical Engineering","The Institution of Chemical Engineers (IChemE) is the global professional membership organisation for people with relevant experience or an interest in chemical engineering. They are the only organisation to award Chartered Chemical Enginee"
"TRADE_ASSOCIATION_0639","Technology and Advanced Manufacturing","Institution of Engineering and Technology (IET)","https://www.theiet.org/","Engineering","They aim to inspire inform and influence the global engineering community supporting technology innovation to meet the needs of society."
"TRADE_ASSOCIATION_0640","Technology and Advanced Manufacturing","Institution of Engineering Designers (IED)","https://www.ied.org.uk/","Engineering","They are the UK’s only professional body representing those working in the field of Engineering Design. Their members work in a diverse range of industries that span product design architecture mechanical automotive and aircraft design"
"TRADE_ASSOCIATION_0641","Technology and Advanced Manufacturing","Institution of Fire Engineers (IFE)","https://www.ife.org.uk/","Engineering","The IFE is a registered charity working for societal benefit. Founded in 1918 the IFE assesses knowledge of fire and professional experience awarding internationally recognised membership grades and fire-related qualifications. Through it"
"TRADE_ASSOCIATION_0642","Technology and Advanced Manufacturing","Institution of Gas Engineers and Managers (IGEM)","https://www.igem.org.uk/","Engineering","IGEM (Institution of Gas Engineers & Managers) is a chartered professional body licensed by the Engineering Council serving a wide range of professionals in the UK and the international gas industry through membership events and a compre"
"TRADE_ASSOCIATION_0643","Technology and Advanced Manufacturing","Institution of Power Engineers (IPowerE)","https://ipowere.org/","Automotive","Their mission is to serve membership by advancing the design development manufacture application operation and maintenance of reciprocating internal combustion engines gas turbines and their related fields."
"TRADE_ASSOCIATION_0644","Technology and Advanced Manufacturing","Institution of Railway Signal Engineers (IRSE)","https://www.irse.org/","Rail","The Institution of Railway Signal Engineers known more usually as the IRSE is an international organisation active throughout the world. It is a professional organisation concerned with the engineering institution for all those engaged o"
"TRADE_ASSOCIATION_0645","Technology and Advanced Manufacturing","Institution of Royal Engineers (InstRE)","https://www.instre.org/","Engineering","The present objects of the Institution are to promote and advance the science of military engineering and to promote the military efficiency of the Corps of Royal Engineers."
"TRADE_ASSOCIATION_0646","Technology and Advanced Manufacturing","Institution of Structural Engineers (IStrutE)","https://www.istructe.org/","Engineering","The Institution is an internationally recognised source of expertise and information concerning all issues that involve structural engineering and public safety within the built environment. The core work of the Institution is supporting an"
"TRADE_ASSOCIATION_0647","Technology and Advanced Manufacturing","International Association for Pattern Recognition (IAPR)","https://iapr.org/","Robotics","The International Association for Pattern Recognition (IAPR) is an international association of non-profit scientific or professional organizations (being national multi-national or international in scope) concerned with pattern recognit"
"TRADE_ASSOCIATION_0648","Technology and Advanced Manufacturing","International Federation of Robotics (IFR)","https://ifr.org/","Robotics","The purpose of IFR is to promote and strengthen the robotics industry worldwide to protect its business interests to cause public awareness about robotics technologies and to deal with other matters of relevance to its members."
"TRADE_ASSOCIATION_0649","Technology and Advanced Manufacturing","Lighting Industry Association","https://www.thelia.org.uk/","Engineering","The Lighting Industry Association is Europe’s largest Trade Association for lighting equipment professionals. This includes lighting manufacturers suppliers retailers wholesalers designers and all professionals active in the UK lighting"
"TRADE_ASSOCIATION_0650","Technology and Advanced Manufacturing","MakeUK","https://www.makeuk.org/","Engineering","MakeUK are the voice of UK manufacturing and engineering and a leading provider of business support. They want manufacturing industry and businesses to be able to thrive innovate and compete both locally and on a global scale. They work w"
"TRADE_ASSOCIATION_0651","Technology and Advanced Manufacturing","Manchester Polymer Group (MPG)","https://www.iom3.org/group/manchester-polymer-group-mpg.html","Advanced Materials & Metals","The Manchester Polymer Group (MPG) is a local society affiliated to the Institute of Materials Minerals and Mining focusing on meeting the needs of its membership with polymer and elastomer interests in the North West. It exists to advan"
"TRADE_ASSOCIATION_0652","Technology and Advanced Manufacturing","Manufacturing Technologies Association","https://www.mta.org.uk/","Engineering","The Manufacturing Technologies Association is a trade association for companies working in the engineering-based manufacturing sector. Many of its members are involved in the construction and supply of manufacturing technology whilst other"
"TRADE_ASSOCIATION_0653","Technology and Advanced Manufacturing","Marine South East (MSE)","https://www.mseinternational.org/","Marine","Marine South East has been trading since 2005 as a not-for-profit marine sector organisation interacting with more than 2000 businesses across the marine and maritime sectors. In the past Marine South East has been particularly focused on t"
"TRADE_ASSOCIATION_0654","Technology and Advanced Manufacturing","Marine Stewardship Council","https://www.msc.org/","Marine","Fisheries around the world are awarded MSC certification if they demonstrate sound environmental practice and sustainability in their operations. The MSC’s mission is to use its ecolabel and fishery certification programme to contribute to"
"TRADE_ASSOCIATION_0655","Technology and Advanced Manufacturing","Maritime and Coastguard Agency (MCA)","https://www.gov.uk/government/organisations/maritime-and-coastguard-agency","Marine","The Maritime and Coastguard Agency implements the government's maritime safety policy in the UK and works to prevent the loss of life on the coast and at sea."
"TRADE_ASSOCIATION_0656","Technology and Advanced Manufacturing","Maritime UK","https://www.maritimeuk.org/","Marine","Maritime UK brings together the shipping ports and maritime business services sectors in the UK to speak collectively on key strategic and practical issues of joint interest. As a lobby group it works with its members and government to en"
"TRADE_ASSOCIATION_0657","Technology and Advanced Manufacturing","Midlands Aerospace Alliance (MAA)","https://www.midlandsaerospace.org.uk/","Aerospace","The Midlands Aerospace Alliance was formed in 2003 to support and represent the aerospace industry across the Midlands region. Like the aerospace alliances in other UK clusters the MAA works closely with the national body Aerospace Defenc"
"TRADE_ASSOCIATION_0658","Technology and Advanced Manufacturing","MobileUK","https://www.mobileuk.org/","Technology","Mobile UK is the trade association for the UK’s mobile network operators -  EE O2 Three and Vodafone. Their goal is to realise the power of mobile to improve the lives of their customers and the prosperity of the UK as a whole. Mobile UK’"
"TRADE_ASSOCIATION_0659","Technology and Advanced Manufacturing","National Cyber Security Centre (NCSC)","https://www.ncsc.gov.uk/","Cyber Security","NCSC support the most critical organisations in the UK the wider public sector industry SMEs as well as the general public. When incidents do occur they provide effective incident response to minimise harm to the UK help with recovery"
"TRADE_ASSOCIATION_0660","Technology and Advanced Manufacturing","NMI","https://nmi.org.uk/","Electronics and IT Hardware","NMI is the trade association representing the UK Electronic Systems Microelectronics and Semiconductor Communities. Their objective is to aid the development of a sustainable world-leading industry by building a strong network and acting"
"TRADE_ASSOCIATION_0661","Technology and Advanced Manufacturing","North Devon Manufacturers Association (NDMA)","https://ndma.org.uk/","Advanced Materials & Metals","They aim to represent the interests of manufacturing and the supporting service industries. More specifically they will through meetings lectures representation networking visits and social events promote the development of the busines"
"TRADE_ASSOCIATION_0662","Technology and Advanced Manufacturing","Northern Ireland Oil Federation (NIOF)","http://nioil.com/","Oil and Gas","The members of the Oil Federation are committed to providing customers the highest level of service and satisfaction."
"TRADE_ASSOCIATION_0663","Technology and Advanced Manufacturing","Northwest Aerospace Alliance (NWAA)","https://www.northwestaerospacealliance.com/","Aerospace","The North West Aerospace Alliance is the key industry organisation in the region representing and uniting companies and organisations involved in the aerospace sector supply chain. North West England's aerospace sector has long been recogn"
"TRADE_ASSOCIATION_0664","Technology and Advanced Manufacturing","North West Textiles Network (NW Texnet)","https://nwtexnet.co.uk/","Advanced Materials & Metals","The North West Textiles Network (NW Texnet) is an internationally recognised hub for UK advanced flexible materials expertise. NW Texnet supports UK enterprises engaged in advanced flexible materials engineering design production and rese"
"TRADE_ASSOCIATION_0665","Technology and Advanced Manufacturing","Nuclear AMRC","https://www.namrc.co.uk/","Nuclear Energy","The Nuclear Advanced Manufacturing Research Centre (Nuclear AMRC) is a collaboration of academic and industrial partners from across the civil nuclear manufacturing supply chain with the mission of helping UK manufacturers win work at home"
"TRADE_ASSOCIATION_0666","Technology and Advanced Manufacturing","Nuclear Decomissioning Authority","https://www.gov.uk/government/organisations/nuclear-decommissioning-authority","Nuclear Energy","The Nuclear Decommissioning Authority (NDA) is a non-departmental public body Department for Business Energy and Industrial Strategy formed by the Energy Act 2004. They aim to ensure the safe and efficient clean-up of the UK’s nuclear leg"
"TRADE_ASSOCIATION_0667","Technology and Advanced Manufacturing","Nuclear Industry Association (NIA)","https://www.niauk.org/","Nuclear Energy","The NIA is the trade association for the civil nuclear industry in the UK. The NIA represents more than 270 companies across the supply chain. The diversity of NIA membership enables effective and constructive industry-wide interaction. The"
"TRADE_ASSOCIATION_0668","Technology and Advanced Manufacturing","Office of Rail and Road (ORR)","https://www.orr.gov.uk/","Rail","The Office of Rail and Road (ORR) is the independent safety and economic regulator for Britain's railways. They ensure the network operates safely reliably and provides value for taxpayers and customers. They make sure that train and freig"
"TRADE_ASSOCIATION_0669","Technology and Advanced Manufacturing","Paper and Board Association","http://paperandboard.org.uk/","Paper","The Paper and Board Association exists to support and serve its members with particular emphasis on environmental issues statistical information and networking. There are over 30 Members of the Association ranging from small independently"
"TRADE_ASSOCIATION_0670","Technology and Advanced Manufacturing","Paper Industry Technical Association","https://www.pita.org.uk/","Paper","The Paper Industry Technical Association (PITA) is an independent member-based organisation which operates for the general benefit of its members – both individual and corporate – dedicated to promoting and improving the technical and sci"
"TRADE_ASSOCIATION_0671","Technology and Advanced Manufacturing","Photonics Connected","https://technologyconnected.net/photonics-connected/","Electronics and IT Hardware","Photonics Connected is the new dedicated network for the photonics community in Wales. It has been created by and sits within the Technology Connected organisation to represent and unite the photonics community. Technology Connected unifies"
"TRADE_ASSOCIATION_0672","Technology and Advanced Manufacturing","Pipeline Industries Guild","https://pipeguild.com/","Engineering","The Guild's membership comprises those with interests in pipelines world-wide transporting hydrocarbon products chemicals water wastewater and many other substances both on and offshore. All are governed by the industry's twin need to"
"TRADE_ASSOCIATION_0673","Technology and Advanced Manufacturing","Power Electronics UK","https://www.power-electronics.org.uk/","Electronics and IT Hardware","Power Electronics UK is the industry association for Power electronics in the UK. This association works with government and key stakeholders to promote and support the power electronics industry. They represent promote and seek to grow al"
"TRADE_ASSOCIATION_0674","Technology and Advanced Manufacturing","Processing and Packaging Machinery Association (PPMA)","https://www.ppma.co.uk/ppma.html","Packaging","Established in 1987 PPMA (Processing and Packaging Machinery Association) is the UK’s trade association for suppliers of processing and packaging machinery to both the domestic and overseas markets. With over 500 member companies PPMA's p"
"TRADE_ASSOCIATION_0675","Technology and Advanced Manufacturing","Production Services Association (PSA)","https://www.psa.org.uk/","Software and IT Services","The PSA is the trade association for companies and individuals involved in the live event production industry. Their aim is to represent improve educate and develop the business of technical production for live events. This is achieved by"
"TRADE_ASSOCIATION_0676","Technology and Advanced Manufacturing","Rail Alliance (RA)","https://railalliance.co.uk/","Rail","Spanning all aspects of the railway sector and its supporting industries The Rail Alliance embraces both current and aspirational involvement and provides opportunities for businesses to network collaborate and Innovate with both supplier"
"TRADE_ASSOCIATION_0677","Technology and Advanced Manufacturing","Rail Delivery Group","https://www.raildeliverygroup.com/","Rail","The Rail Delivery Group (RDG) exists to enable rail companies to succeed in transforming and delivering a successful railway. The RDG brings together all passenger and freight operators with Network Rail and HS2 providing services and supp"
"TRADE_ASSOCIATION_0678","Technology and Advanced Manufacturing","Rail Forum Midlands","https://www.midlandsrail.co.uk/","Rail","Rail Forum East Midlands formerly known as the Derby and Derbyshire Rail Forum (DDRF) represents over 150 businesses across the East Midlands employing over 25000 people and contributing £2.6bn to the local economy. Formed in 1993 the D"
"TRADE_ASSOCIATION_0679","Technology and Advanced Manufacturing","Rail Industry Contractors Association (RICA)","https://www.rica.uk.com/","Rail","RICA was established in 1999 to represent the interests of small and medium enterprises in the Rail Industry. The focus of the organisation is to help member companies to grow through active engagement with major customers as well as to inf"
"TRADE_ASSOCIATION_0680","Technology and Advanced Manufacturing","Rail Safety Standards Board (RSSB)","https://www.rssb.co.uk/","Rail","RSSB is a not-for-profit organisation whose purpose is to support our members and consequently the industry to: Where reasonably practicable continuously improve the level of safety in the rail industry drive out unnecessary cost and impr"
"TRADE_ASSOCIATION_0681","Technology and Advanced Manufacturing","Railway Industry Association (RIA)","https://www.riagb.org.uk/","Rail","Provides information representation and support to UK-based railway supply industry companies including manufacturers maintainers contractors consultants leasing companies and other specialist service providers."
"TRADE_ASSOCIATION_0682","Technology and Advanced Manufacturing","Royal Aeronautical Society (RAeS)","https://www.aerosociety.com/","Aerospace","The Royal Aeronautical Society is the world's only professional body dedicated to the entire aerospace community. Established in 1866 to further the art science and engineering of aeronautics the Society has been at the forefront of devel"
"TRADE_ASSOCIATION_0683","Technology and Advanced Manufacturing","Royal Electrical and Mechanical Engineers Association (REME)","http://www.army.mod.uk/reme/reme.aspx","Engineering","The aims of the REME Association are to Foster the Esprit de Corps and well-being of the Corps. To keep those who have served in or with the Corps of Royal Electrical and Mechanical Engineers in touch with one another with a view to keeping"
"TRADE_ASSOCIATION_0684","Technology and Advanced Manufacturing","Royal Institution of Naval Architects (RINA)","https://www.rina.org.uk/","Marine","The Royal Institution of Naval Architects is an internationally renowned professional institution whose members are involved at all levels in the design construction maintenance and operation of marine vessels and structures. Members of R"
"TRADE_ASSOCIATION_0685","Technology and Advanced Manufacturing","Safety Assessment Federation Ltd (SAFed)","https://www.safed.co.uk/","Engineering","SAFed is concerned with safety. It represents the UK independent engineering inspection and certification industry which plays a key role in maintaining high standards of safety within the workplace. It acts as a focal point for all issues"
"TRADE_ASSOCIATION_0686","Technology and Advanced Manufacturing","Science and Technology Facilities Council (STFC)","https://www.ukri.org/councils/stfc/","Aerospace","The Science and Technology Facilities Council (STFC) is a world-leading multidisciplinary science organisation with the goal to deliver economic societal scientific and international benefits to the UK and its people – and more broadly t"
"TRADE_ASSOCIATION_0687","Technology and Advanced Manufacturing","ScotlandIS","https://www.scotlandis.com/","Software and IT Services","The trade body for the digital technologies industry ScotlandIS represents over 270 software telecomms IT and digital agency businesses throughout Scotland. Their remit is to raise the profile of the industry in Scotland lobby policy ma"
"TRADE_ASSOCIATION_0688","Technology and Advanced Manufacturing","Scottish & Northern Ireland Plumbing Employers' Federation","https://snipef.org/","Engineering","SNIPEF is the trade association for plumbing and heating businesses based in Scotland and Northern Ireland. SNIPEF has just over 750 member firms employing over 3500 plumbers and 700 plumbing apprentices. Since its establishment SNIPEF has"
"TRADE_ASSOCIATION_0689","Technology and Advanced Manufacturing","Scottish Informatics and Computing Science Alliance (SICSA)","https://www.sicsa.ac.uk/","Software and IT Services","The Scottish Informatics and Computer Science Alliance (SICSA) is a Scottish Funding Council Research Pool comprising 14 of Scotland’s Universities. Their goal is to develop Scotland’s research excellence in Informatics and Computing Scien"
"TRADE_ASSOCIATION_0690","Technology and Advanced Manufacturing","Scottish Motor Trade Association (SMTA)","https://www.smta.co.uk/","Automotive","Representing all aspects of the retail motor trade in Scotland from the large franchised dealer groups to small one man businesses. They exist to encourage promote and protect the interests of their members throughout Scotland."
"TRADE_ASSOCIATION_0691","Technology and Advanced Manufacturing","Sheffield Robotics","https://www.sheffield.ac.uk/sheffieldrobotics","Robotics","The University of Sheffield and Sheffield Hallam University have come together to create Sheffield Robotics: an organisation that seeks to integrate robotics research within the City and across the wider region. Founded in 2011 Sheffield R"
"TRADE_ASSOCIATION_0692","Technology and Advanced Manufacturing","Shipbuilders and Ship Repairers Association (SSA)","https://www.ssa.org.uk/","Marine","SSA is a not for profit membership organisation for the UK marine industry. They actively work with members to identify global opportunities improve performance and expand their portfolio nationally and internationally. Membership has over"
"TRADE_ASSOCIATION_0693","Technology and Advanced Manufacturing","Silverstone Technology Cluster (STC)","https://www.silverstonetechnologycluster.com/","Technology","The Silverstone Technology Cluster (STC) exists to help Advanced Engineering Electronics and Software businesses in the wider geographical area surrounding Silverstone. The STC is specifically focused on the areas of Promotion Support an"
"TRADE_ASSOCIATION_0694","Technology and Advanced Manufacturing","Society of Maritime Industries (SMI)","https://www.maritimeindustries.org/","Maritime Energy","The Society of Maritime Industries is the voice of the UK's maritime engineering and business sector promoting and supporting companies which build refit and modernise commercial and naval vessels and supply equipment and services for all"
"TRADE_ASSOCIATION_0695","Technology and Advanced Manufacturing","Society of Motor Manufacturers and Traders Ltd (SMMT)","https://www.smmt.co.uk/","Automotive","Supports and promotes the interests of the UK automotive industry at home and abroad."
"TRADE_ASSOCIATION_0696","Technology and Advanced Manufacturing","Society of Operations Engineers (SOE)","https://www.soe.org.uk/","Engineering","SOE works to advance Operations Engineering for the benefit of everyone through education training study and research. SOE also establishes and maintains standards of competence and conduct for those engaged in Operations Engineering prof"
"TRADE_ASSOCIATION_0697","Technology and Advanced Manufacturing","Solar Energy UK","https://solarenergyuk.org/","Solar Energy","Solar Energy UK is the leading voice for the solar industry in the UK. They represent both the solar heating and solar power renewable energy sector groups. It was established in 1978 as a not-for-profit association and they have a wide ran"
"TRADE_ASSOCIATION_0698","Technology and Advanced Manufacturing","Space Academic Network (SPAN)","https://span.ac.uk/","Aerospace","SPAN provides a voice for space-related research in the UK in the fields of Earth Observation Space Engineering Space Science and Exploration. Each of these areas are represented by a working group which provides a forum for the discussio"
"TRADE_ASSOCIATION_0699","Technology and Advanced Manufacturing","Space Universities Network","https://www.spaceuniversitiesnetwork.ac.uk/","Aerospace","The Space Universities Network provide resources and events to support university teaching staff of space science and engineering in the UK. Their aim is to facilitate the creation of a skilled workforce of graduates who can meet the challe"
"TRADE_ASSOCIATION_0700","Technology and Advanced Manufacturing","Specialist Access Engineering and Maintenance Association (SAEMA)","https://www.saema.org/","Engineering","The only trade association dedicated to this specialist sector SAEMA is committed to advancing safety standards and best practice in the temporary and permanent suspended access industry. Its member companies provide safe places of work f"
"TRADE_ASSOCIATION_0701","Technology and Advanced Manufacturing","SubSea UK","https://www.globalunderwaterhub.com/","Transport","SubSea UK is the champion for the UK subsea industry. It is the not-for-profit industry body that champions the country's underwater supply chain both at home and abroad. It acts as a focal point to promote the sector and maximise its oppor"
"TRADE_ASSOCIATION_0702","Technology and Advanced Manufacturing","Surface Engineering Association (SEA)","https://sea.org.uk/","Advanced Materials & Metals","To promote and enhance the standards of the UK surface engineering sector and by definition its constituent business. By adopting the process of continuous improvement in construction with the SEA industry code of good practice."
"TRADE_ASSOCIATION_0703","Technology and Advanced Manufacturing","Team Humber Marine Alliance (THMA)","https://www.thma.co.uk/","Marine","Team Humber Marine Alliance (THMA) is a rapidly expanding not for profit business support organisation of over 190 located around the Yorkshire Humber and Lincolnshire region. There is an enormous breadth of engineering and professional ex"
"TRADE_ASSOCIATION_0704","Technology and Advanced Manufacturing","techUK","https://www.techuk.org/","All Sectors","techUK represents the companies and technologies that are defining today the world that we will live in tomorrow. More than 850 companies are members of techUK. Collectively they employ more than 500000 people about half of all tech secto"
"TRADE_ASSOCIATION_0705","Technology and Advanced Manufacturing","The Association for Learning Technology (ALT)","https://www.alt.ac.uk/","Technology","ALT is the leading professional body for Learning Technology in the UK. They support a collaborative community for individuals and organisations from all sectors including Further and Higher Education and industry and provide professional r"
"TRADE_ASSOCIATION_0706","Technology and Advanced Manufacturing","The Automotive Council (AC)","https://www.automotivecouncil.co.uk/","Automotive","The Automotive Council is a partnership between industry and government to consider the strategic development of the UK automotive industry and help drive innovation and forge collaborations to grow the country’s automotive  sector."
"TRADE_ASSOCIATION_0707","Technology and Advanced Manufacturing","The British Association of Remote Sensing Companies (BARSC)","https://www.barsc.org.uk/","Aerospace","The British Association of Remote Sensing Companies (BARSC) actively promotes the interests of all organisations and individuals who work with remote sensing technology and data."
"TRADE_ASSOCIATION_0708","Technology and Advanced Manufacturing","The British Interplanetary Society (BIS)","https://www.bis-space.com/","Aerospace","The British Interplanetary Society (BIS) is Britain’s leading think tank on space development."
"TRADE_ASSOCIATION_0709","Technology and Advanced Manufacturing","The British Marine Federation (BMF)","https://www.britishmarine.co.uk/","Marine","The British Marine Federation (BMF) is the trade association for the leisure super yacht and small commercial marine industry – representing businesses involved in leisure boats small commercial workboats super yachts and hire fleets. Th"
"TRADE_ASSOCIATION_0710","Technology and Advanced Manufacturing","The Ceramics Society","https://www.iom3.org/group/ceramics-society","Ceramics","The Ceramics Society exists to provide a forum for the exchange of information knowledge and state-of-the-art industrial practice on all aspects of ceramic activity within the UK. Its activities focus on all technical education and traini"
"TRADE_ASSOCIATION_0711","Technology and Advanced Manufacturing","The Concrete Society","https://www.concrete.org.uk/","Advanced Materials & Metals","The Concrete Society is a member based body with no affiliation to Trade or corporate organisations and is proud to be recognised as independent. The Society has built on its technical base to become a leading provider of information servi"
"TRADE_ASSOCIATION_0712","Technology and Advanced Manufacturing","The Design Council (DC)","https://www.designcouncil.org.uk/","Electronics and IT Hardware","The Design Council brings together business decision-makers policy-makers educators designers and architects to engage with the latest thinking and insight into design and innovation. The main objective is to promote design showing how"
"TRADE_ASSOCIATION_0713","Technology and Advanced Manufacturing","The Green Grid","https://www.thegreengrid.org/","Software and IT Services","The Green Grid is a non-profit open industry consortium of end-users policy-makers technology providers facility architects and utility companies collaborating to improve the resource efficiency of data centres and business computing e"
"TRADE_ASSOCIATION_0714","Technology and Advanced Manufacturing","The Independent Automotive Aftermarket Federation (IAAF)","https://www.iaaf.co.uk/","Automotive","The IAAF continues the ADF's renowned record of standing up for its members on a wide-range of issues including: Block Exemption Regulations; EURO 5 & 6; Garage Codes of Practice; and much much more. This work now extends to include garag"
"TRADE_ASSOCIATION_0715","Technology and Advanced Manufacturing","The Institution of Engineers in Scotland (IES)","https://engineers.scot/","Marine","IES is a multi-disciplinary engineering body founded in Scotland that provides a forum in which individuals from all engineering and related disciplines can discuss and exchange information generate ideas and encourage young engineers. I"
