CurrentURL,NewAbsoluteUri,NewURL
/export-opportunities/opportunities/the-audit-covers-the-years-2024-to-2028-and-is-completed-by-june-30-of-the-following-year-the-engagement-includes-the-following-tasks-1-audit-of-the-annual-financial-statements-as-of-december-31-and-the-management-report-for-the-financial-year,https://business.gov.uk/export-opportunities/opportunities/the-audit-covers-the-years-2024-to-2028-and-is-completed-by-june-30-of-the-following-year-the-engagement-includes-the-following-tasks-1-audit-of-the-annual-financial-statements-as-of-december-31-and-the-management-report-for-the-financial-year/,/export-opportunities/opportunities/the-audit-covers-the-years-2024-to-2028-and-is-completed-by-june-30-of-the-following-year-the-engagement-includes-the-following-tasks-1-audit-of-the-annual-financial-statements-as-of-december-31-and-the-management-report-for-the-financial-year
/export-opportunities/opportunities/the-biesenthal-barnim-office-is-planning-to-invite-tenders-for-the-replacement-new-construction-of-a-triple-sports-hall-as-a-free-standing-structure-for-the-creation-of-new-contemporary-sports-and-training-facilities-on-the-plot-between-24747,https://business.gov.uk/export-opportunities/opportunities/the-biesenthal-barnim-office-is-planning-to-invite-tenders-for-the-replacement-new-construction-of-a-triple-sports-hall-as-a-free-standing-structure-for-the-creation-of-new-contemporary-sports-and-training-facilities-on-the-plot-between-24747/,/export-opportunities/opportunities/the-biesenthal-barnim-office-is-planning-to-invite-tenders-for-the-replacement-new-construction-of-a-triple-sports-hall-as-a-free-standing-structure-for-the-creation-of-new-contemporary-sports-and-training-facilities-on-the-plot-between-24747
/export-opportunities/opportunities/the-bill-of-quantities-includes-safety-and-site-equipment-earthworks-foundation-works-excavation-of-building-pits-concrete-and-reinforced-concrete-works-floor-slab-lintels-ra-columns-etc-waterproofing-works-horizontal-and-verti,https://business.gov.uk/export-opportunities/opportunities/the-bill-of-quantities-includes-safety-and-site-equipment-earthworks-foundation-works-excavation-of-building-pits-concrete-and-reinforced-concrete-works-floor-slab-lintels-ra-columns-etc-waterproofing-works-horizontal-and-verti/,/export-opportunities/opportunities/the-bill-of-quantities-includes-safety-and-site-equipment-earthworks-foundation-works-excavation-of-building-pits-concrete-and-reinforced-concrete-works-floor-slab-lintels-ra-columns-etc-waterproofing-works-horizontal-and-verti
/export-opportunities/opportunities/the-broadband-internet-connection-provider-service-of-50-municipal-schools-in-bonn-is-being-put-out-to-tender-for-a-period-of-one-year-with-the-option-of-three-extensions-for-a-further-year-each-time,https://business.gov.uk/export-opportunities/opportunities/the-broadband-internet-connection-provider-service-of-50-municipal-schools-in-bonn-is-being-put-out-to-tender-for-a-period-of-one-year-with-the-option-of-three-extensions-for-a-further-year-each-time/,/export-opportunities/opportunities/the-broadband-internet-connection-provider-service-of-50-municipal-schools-in-bonn-is-being-put-out-to-tender-for-a-period-of-one-year-with-the-option-of-three-extensions-for-a-further-year-each-time
/export-opportunities/opportunities/the-btu-cottbus-senftenberg-intends-to-create-a-pioneering-internet-presence-for-the-lausitz-science-park-lsp-under-the-domain-lsp-tech-as-a-central-project-of-structural-development-the-lsp-is-striving-to-establish-an-internationally,https://business.gov.uk/export-opportunities/opportunities/the-btu-cottbus-senftenberg-intends-to-create-a-pioneering-internet-presence-for-the-lausitz-science-park-lsp-under-the-domain-lsp-tech-as-a-central-project-of-structural-development-the-lsp-is-striving-to-establish-an-internationally/,/export-opportunities/opportunities/the-btu-cottbus-senftenberg-intends-to-create-a-pioneering-internet-presence-for-the-lausitz-science-park-lsp-under-the-domain-lsp-tech-as-a-central-project-of-structural-development-the-lsp-is-striving-to-establish-an-internationally
/export-opportunities/opportunities/the-building-project-is-located-in-zehdenick-falkentaler-chaussee-1-it-is-an-existing-four-storey-building-with-a-partial-basement-which-is-used-as-an-administrative-location-access-is-via-the-falkentaler-chaussee,https://business.gov.uk/export-opportunities/opportunities/the-building-project-is-located-in-zehdenick-falkentaler-chaussee-1-it-is-an-existing-four-storey-building-with-a-partial-basement-which-is-used-as-an-administrative-location-access-is-via-the-falkentaler-chaussee/,/export-opportunities/opportunities/the-building-project-is-located-in-zehdenick-falkentaler-chaussee-1-it-is-an-existing-four-storey-building-with-a-partial-basement-which-is-used-as-an-administrative-location-access-is-via-the-falkentaler-chaussee
/export-opportunities/opportunities/the-cattlehub-assistance-systems-for-intelligent-cattle-farming-project-which-is-funded-by-the-federal-office-for-agriculture-and-food-ble-focuses-on-the-interdisciplinary-development-and-establishment-of-assistance-systems-for-cattle,https://business.gov.uk/export-opportunities/opportunities/the-cattlehub-assistance-systems-for-intelligent-cattle-farming-project-which-is-funded-by-the-federal-office-for-agriculture-and-food-ble-focuses-on-the-interdisciplinary-development-and-establishment-of-assistance-systems-for-cattle/,/export-opportunities/opportunities/the-cattlehub-assistance-systems-for-intelligent-cattle-farming-project-which-is-funded-by-the-federal-office-for-agriculture-and-food-ble-focuses-on-the-interdisciplinary-development-and-establishment-of-assistance-systems-for-cattle
/export-opportunities/opportunities/the-central-facility-management-of-the-city-of-krefeld-is-building-an-equipment-depot-for-the-volunteer-fire-department-and-rescue-service-in-krefeld-fischeln-for-department-37-fire-brigade-and-civil-defense-12888,https://business.gov.uk/export-opportunities/opportunities/the-central-facility-management-of-the-city-of-krefeld-is-building-an-equipment-depot-for-the-volunteer-fire-department-and-rescue-service-in-krefeld-fischeln-for-department-37-fire-brigade-and-civil-defense-12888/,/export-opportunities/opportunities/the-central-facility-management-of-the-city-of-krefeld-is-building-an-equipment-depot-for-the-volunteer-fire-department-and-rescue-service-in-krefeld-fischeln-for-department-37-fire-brigade-and-civil-defense-12888
/export-opportunities/opportunities/the-city-of-bornheim-intends-to-build-a-new-heinrich-boll-comprehensive-school-including-a-triple-sports-hall-on-a-25-000-m-site-in-the-merten-district-the-heinrich-boll-comprehensive-school-is-a-five-form-entry,https://business.gov.uk/export-opportunities/opportunities/the-city-of-bornheim-intends-to-build-a-new-heinrich-boll-comprehensive-school-including-a-triple-sports-hall-on-a-25-000-m-site-in-the-merten-district-the-heinrich-boll-comprehensive-school-is-a-five-form-entry/,/export-opportunities/opportunities/the-city-of-bornheim-intends-to-build-a-new-heinrich-boll-comprehensive-school-including-a-triple-sports-hall-on-a-25-000-m-site-in-the-merten-district-the-heinrich-boll-comprehensive-school-is-a-five-form-entry
/export-opportunities/opportunities/the-city-of-coesfeld-intends-to-modernize-the-school-center-at-holtwicker-str-4-8-rebuild-parts-of-it-and-extend-it-with-new-buildings-address-holtwicker-str-4-848653-coesfeldthe-modernization-of-the-coesfeld-school-center-includes-81767,https://business.gov.uk/export-opportunities/opportunities/the-city-of-coesfeld-intends-to-modernize-the-school-center-at-holtwicker-str-4-8-rebuild-parts-of-it-and-extend-it-with-new-buildings-address-holtwicker-str-4-848653-coesfeldthe-modernization-of-the-coesfeld-school-center-includes-81767/,/export-opportunities/opportunities/the-city-of-coesfeld-intends-to-modernize-the-school-center-at-holtwicker-str-4-8-rebuild-parts-of-it-and-extend-it-with-new-buildings-address-holtwicker-str-4-848653-coesfeldthe-modernization-of-the-coesfeld-school-center-includes-81767
/export-opportunities/opportunities/the-city-of-essen-intends-to-build-a-new-replacement-for-the-so-called-orangerie-in-grugapark-which-was-built-in-the-1980s-the-existing-buildings-with-gastronomic-use-and-entrance-function-of-the-orangery-cannot-be-renovated-and-therefore,https://business.gov.uk/export-opportunities/opportunities/the-city-of-essen-intends-to-build-a-new-replacement-for-the-so-called-orangerie-in-grugapark-which-was-built-in-the-1980s-the-existing-buildings-with-gastronomic-use-and-entrance-function-of-the-orangery-cannot-be-renovated-and-therefore/,/export-opportunities/opportunities/the-city-of-essen-intends-to-build-a-new-replacement-for-the-so-called-orangerie-in-grugapark-which-was-built-in-the-1980s-the-existing-buildings-with-gastronomic-use-and-entrance-function-of-the-orangery-cannot-be-renovated-and-therefore
/export-opportunities/opportunities/the-city-of-ibbenburen-is-planning-to-dismantle-and-dispose-of-the-raw-coal-homogenization-hall-rokola-at-the-former-rag-anthrazit-ibbenburen-gmbh-von-oeynhausen-mine-the-operation-of-the-von-oeynhausen-mine-in-ibbenburen-54742,https://business.gov.uk/export-opportunities/opportunities/the-city-of-ibbenburen-is-planning-to-dismantle-and-dispose-of-the-raw-coal-homogenization-hall-rokola-at-the-former-rag-anthrazit-ibbenburen-gmbh-von-oeynhausen-mine-the-operation-of-the-von-oeynhausen-mine-in-ibbenburen-54742/,/export-opportunities/opportunities/the-city-of-ibbenburen-is-planning-to-dismantle-and-dispose-of-the-raw-coal-homogenization-hall-rokola-at-the-former-rag-anthrazit-ibbenburen-gmbh-von-oeynhausen-mine-the-operation-of-the-von-oeynhausen-mine-in-ibbenburen-54742/
/export-opportunities/opportunities/the-city-of-korschenbroich-has-set-itself-the-goal-of-achieving-climate-neutrality-by-2045-this-requires-savings-in-greenhouse-gas-emissions-in-all-areas-particularly-in-the-building-sector-the-predominant-use-of-fossil-fuels,https://business.gov.uk/export-opportunities/opportunities/the-city-of-korschenbroich-has-set-itself-the-goal-of-achieving-climate-neutrality-by-2045-this-requires-savings-in-greenhouse-gas-emissions-in-all-areas-particularly-in-the-building-sector-the-predominant-use-of-fossil-fuels/,/export-opportunities/opportunities/the-city-of-korschenbroich-has-set-itself-the-goal-of-achieving-climate-neutrality-by-2045-this-requires-savings-in-greenhouse-gas-emissions-in-all-areas-particularly-in-the-building-sector-the-predominant-use-of-fossil-fuels
/export-opportunities/opportunities/the-city-of-krefeld-wants-to-improve-the-quality-of-stay-in-the-city-center-of-krefeld-by-creating-city-center-qualities-it-intends-to-equip-the-cityscape-with-mobile-greenery-in-public-spaces-in-order-to-improve-the-quality-of,https://business.gov.uk/export-opportunities/opportunities/the-city-of-krefeld-wants-to-improve-the-quality-of-stay-in-the-city-center-of-krefeld-by-creating-city-center-qualities-it-intends-to-equip-the-cityscape-with-mobile-greenery-in-public-spaces-in-order-to-improve-the-quality-of/,/export-opportunities/opportunities/the-city-of-krefeld-wants-to-improve-the-quality-of-stay-in-the-city-center-of-krefeld-by-creating-city-center-qualities-it-intends-to-equip-the-cityscape-with-mobile-greenery-in-public-spaces-in-order-to-improve-the-quality-of
/export-opportunities/opportunities/the-city-of-luckenwalde-intends-to-implement-the-federal-program-the-future-package-for-exercise-culture-and-health-approval-notice-zkp-02-00177-23-dated-10-02-2023-a-calisthenics-outdoor-sports-facility-for-the-youth-center-go7-in-the,https://business.gov.uk/export-opportunities/opportunities/the-city-of-luckenwalde-intends-to-implement-the-federal-program-the-future-package-for-exercise-culture-and-health-approval-notice-zkp-02-00177-23-dated-10-02-2023-a-calisthenics-outdoor-sports-facility-for-the-youth-center-go7-in-the/,/export-opportunities/opportunities/the-city-of-luckenwalde-intends-to-implement-the-federal-program-the-future-package-for-exercise-culture-and-health-approval-notice-zkp-02-00177-23-dated-10-02-2023-a-calisthenics-outdoor-sports-facility-for-the-youth-center-go7-in-the
/export-opportunities/opportunities/the-city-of-schwerte-intends-to-build-a-sustainable-and-future-proof-sports-center-in-the-wandhofen-district-the-facility-will-be-the-new-location-for-the-two-soccer-clubs-tus-wandhofen-and-vfl-schwerte-in-addition-the-volleyball-80178,https://business.gov.uk/export-opportunities/opportunities/the-city-of-schwerte-intends-to-build-a-sustainable-and-future-proof-sports-center-in-the-wandhofen-district-the-facility-will-be-the-new-location-for-the-two-soccer-clubs-tus-wandhofen-and-vfl-schwerte-in-addition-the-volleyball-80178/,/export-opportunities/opportunities/the-city-of-schwerte-intends-to-build-a-sustainable-and-future-proof-sports-center-in-the-wandhofen-district-the-facility-will-be-the-new-location-for-the-two-soccer-clubs-tus-wandhofen-and-vfl-schwerte-in-addition-the-volleyball-80178
/export-opportunities/opportunities/the-city-of-stolberg-intends-to-realize-the-construction-of-a-new-city-hall-on-the-site-of-the-still-existing-city-hall-due-to-the-2021-flood-the-existing-building-is-currently-no-longer-usable-as-the-basement-and-parts-of-the-ground-floor,https://business.gov.uk/export-opportunities/opportunities/the-city-of-stolberg-intends-to-realize-the-construction-of-a-new-city-hall-on-the-site-of-the-still-existing-city-hall-due-to-the-2021-flood-the-existing-building-is-currently-no-longer-usable-as-the-basement-and-parts-of-the-ground-floor/,/export-opportunities/opportunities/the-city-of-stolberg-intends-to-realize-the-construction-of-a-new-city-hall-on-the-site-of-the-still-existing-city-hall-due-to-the-2021-flood-the-existing-building-is-currently-no-longer-usable-as-the-basement-and-parts-of-the-ground-floor
/export-opportunities/opportunities/the-contractor-commits-to-the-municipality-of-san-estanislao-de-kostka-to-provide-management-support-services-as-an-agricultural-technician-in-the-development-of-activities-of-the-secretary-of-agriculture-and-environment,https://business.gov.uk/export-opportunities/opportunities/the-contractor-commits-to-the-municipality-of-san-estanislao-de-kostka-to-provide-management-support-services-as-an-agricultural-technician-in-the-development-of-activities-of-the-secretary-of-agriculture-and-environment/,/export-opportunities/opportunities/the-contractor-commits-to-the-municipality-of-san-estanislao-de-kostka-to-provide-management-support-services-as-an-agricultural-technician-in-the-development-of-activities-of-the-secretary-of-agriculture-and-environment
/export-opportunities/opportunities/the-contractor-independently-without-legal-subordination-using-his-own-means-and-work-tools-will-provide-the-professional-service-as-a-young-researcher-and-innovator-for-the-strengthening-of-vocations-in-young-people-bpin-20220-82191,https://business.gov.uk/export-opportunities/opportunities/the-contractor-independently-without-legal-subordination-using-his-own-means-and-work-tools-will-provide-the-professional-service-as-a-young-researcher-and-innovator-for-the-strengthening-of-vocations-in-young-people-bpin-20220-82191/,/export-opportunities/opportunities/the-contractor-independently-without-legal-subordination-using-his-own-means-and-work-tools-will-provide-the-professional-service-as-a-young-researcher-and-innovator-for-the-strengthening-of-vocations-in-young-people-bpin-20220-82191
/export-opportunities/opportunities/the-contractor-shall-support-the-processes-in-terms-of-corrective-and-preventive-maintenance-clearing-of-plant-material-from-the-easement-or-isolation-zone-in-the-local-distribution-system-sdl-and-the-regional-transmission-system-str-or-73468,https://business.gov.uk/export-opportunities/opportunities/the-contractor-shall-support-the-processes-in-terms-of-corrective-and-preventive-maintenance-clearing-of-plant-material-from-the-easement-or-isolation-zone-in-the-local-distribution-system-sdl-and-the-regional-transmission-system-str-or-73468/,/export-opportunities/opportunities/the-contractor-shall-support-the-processes-in-terms-of-corrective-and-preventive-maintenance-clearing-of-plant-material-from-the-easement-or-isolation-zone-in-the-local-distribution-system-sdl-and-the-regional-transmission-system-str-or-73468
/export-opportunities/opportunities/the-contractor-undertakes-to-hospital-pio-xii-colon-p-to-provide-its-technical-and-or-technological-management-support-services-with-its-own-means-and-with-full-technical-and-administrative-autonomy-as-a-nursing-assistant-area-u-92855,https://business.gov.uk/export-opportunities/opportunities/the-contractor-undertakes-to-hospital-pio-xii-colon-p-to-provide-its-technical-and-or-technological-management-support-services-with-its-own-means-and-with-full-technical-and-administrative-autonomy-as-a-nursing-assistant-area-u-92855/,/export-opportunities/opportunities/the-contractor-undertakes-to-hospital-pio-xii-colon-p-to-provide-its-technical-and-or-technological-management-support-services-with-its-own-means-and-with-full-technical-and-administrative-autonomy-as-a-nursing-assistant-area-u-92855
/export-opportunities/opportunities/the-contractor-undertakes-to-perform-independently-without-subordination-or-dependence-with-full-technical-and-administrative-autonomy-using-its-own-means-to-provide-the-services-in-its-condition-of-support-to-the-management-of-glossing,https://business.gov.uk/export-opportunities/opportunities/the-contractor-undertakes-to-perform-independently-without-subordination-or-dependence-with-full-technical-and-administrative-autonomy-using-its-own-means-to-provide-the-services-in-its-condition-of-support-to-the-management-of-glossing/,/export-opportunities/opportunities/the-contractor-undertakes-to-perform-independently-without-subordination-or-dependence-with-full-technical-and-administrative-autonomy-using-its-own-means-to-provide-the-services-in-its-condition-of-support-to-the-management-of-glossing
/export-opportunities/opportunities/the-contractor-undertakes-to-the-contractor-1-to-render-its-services-as-stipulated-in-this-contract-in-the-rendering-of-accounts-to-control-and-oversight-entities-preparation-of-financial-statements-administrative-and-contractual-advice,https://business.gov.uk/export-opportunities/opportunities/the-contractor-undertakes-to-the-contractor-1-to-render-its-services-as-stipulated-in-this-contract-in-the-rendering-of-accounts-to-control-and-oversight-entities-preparation-of-financial-statements-administrative-and-contractual-advice/,/export-opportunities/opportunities/the-contractor-undertakes-to-the-contractor-1-to-render-its-services-as-stipulated-in-this-contract-in-the-rendering-of-accounts-to-control-and-oversight-entities-preparation-of-financial-statements-administrative-and-contractual-advice
/export-opportunities/opportunities/the-conversion-and-extension-measures-at-mariengymnasium-extend-over-a-total-of-two-construction-phases-a-new-two-storey-classroom-wing-is-being-built-on-the-west-side-of-the-school-grounds-a-total-of-9-classrooms,https://business.gov.uk/export-opportunities/opportunities/the-conversion-and-extension-measures-at-mariengymnasium-extend-over-a-total-of-two-construction-phases-a-new-two-storey-classroom-wing-is-being-built-on-the-west-side-of-the-school-grounds-a-total-of-9-classrooms/,/export-opportunities/opportunities/the-conversion-and-extension-measures-at-mariengymnasium-extend-over-a-total-of-two-construction-phases-a-new-two-storey-classroom-wing-is-being-built-on-the-west-side-of-the-school-grounds-a-total-of-9-classrooms
/export-opportunities/opportunities/the-defense-information-systems-agency-defense-information-technology-contracting-organization-s-disa-ditco-2020-southwest-asia-swa-telecommunications-critical-infrastructure-symposium-on-march-10-12-2020-in-manama-bahrain,https://business.gov.uk/export-opportunities/opportunities/the-defense-information-systems-agency-defense-information-technology-contracting-organization-s-disa-ditco-2020-southwest-asia-swa-telecommunications-critical-infrastructure-symposium-on-march-10-12-2020-in-manama-bahrain/,/export-opportunities/opportunities/the-defense-information-systems-agency-defense-information-technology-contracting-organization-s-disa-ditco-2020-southwest-asia-swa-telecommunications-critical-infrastructure-symposium-on-march-10-12-2020-in-manama-bahrain
/export-opportunities/opportunities/the-district-of-herford-is-planning-to-build-a-new-rescue-station-in-vlotho-the-site-is-located-at-salzuflener-strasse-89-in-the-hollwiesen-iii-industrial-estate-vlotho-the-new-rescue-station-is-divided-into-2-areas-the-first-area-will-be-under-56246,https://business.gov.uk/export-opportunities/opportunities/the-district-of-herford-is-planning-to-build-a-new-rescue-station-in-vlotho-the-site-is-located-at-salzuflener-strasse-89-in-the-hollwiesen-iii-industrial-estate-vlotho-the-new-rescue-station-is-divided-into-2-areas-the-first-area-will-be-under-56246/,/export-opportunities/opportunities/the-district-of-herford-is-planning-to-build-a-new-rescue-station-in-vlotho-the-site-is-located-at-salzuflener-strasse-89-in-the-hollwiesen-iii-industrial-estate-vlotho-the-new-rescue-station-is-divided-into-2-areas-the-first-area-will-be-under-56246
/export-opportunities/opportunities/the-essen-fire-department-has-21-properties-throughout-the-city-9-of-which-are-manned-24-hours-a-day-by-the-professional-fire-department-as-a-result-the-fire-department-personnel-also-spend-their-on-call-time-at-the-stations-and-use-the,https://business.gov.uk/export-opportunities/opportunities/the-essen-fire-department-has-21-properties-throughout-the-city-9-of-which-are-manned-24-hours-a-day-by-the-professional-fire-department-as-a-result-the-fire-department-personnel-also-spend-their-on-call-time-at-the-stations-and-use-the/,/export-opportunities/opportunities/the-essen-fire-department-has-21-properties-throughout-the-city-9-of-which-are-manned-24-hours-a-day-by-the-professional-fire-department-as-a-result-the-fire-department-personnel-also-spend-their-on-call-time-at-the-stations-and-use-the
/export-opportunities/opportunities/the-european-climate-law-stipulates-that-the-eu-must-be-climate-neutral-by-2050-germany-s-energy-and-heat-supply-must-therefore-be-made-greenhouse-gas-neutral-by-2045-and-that-of-the-european-union-eu-by-2050/,https://business.gov.uk/export-opportunities/opportunities/the-european-climate-law-stipulates-that-the-eu-must-be-climate-neutral-by-2050-germany-s-energy-and-heat-supply-must-therefore-be-made-greenhouse-gas-neutral-by-2045-and-that-of-the-european-union-eu-by-2050/,/export-opportunities/opportunities/the-european-climate-law-stipulates-that-the-eu-must-be-climate-neutral-by-2050-germany-s-energy-and-heat-supply-must-therefore-be-made-greenhouse-gas-neutral-by-2045-and-that-of-the-european-union-eu-by-2050/
/export-opportunities/opportunities/the-existing-listed-building-was-built-in-1893-for-business-premises-and-as-an-administration-and-distribution-center-for-deutsche-post-and-was-added-to-the-list-of-monuments-of-the-city-of-ludenscheid-in-1985-there-are-two-full-floors-83365,https://business.gov.uk/export-opportunities/opportunities/the-existing-listed-building-was-built-in-1893-for-business-premises-and-as-an-administration-and-distribution-center-for-deutsche-post-and-was-added-to-the-list-of-monuments-of-the-city-of-ludenscheid-in-1985-there-are-two-full-floors-83365/,/export-opportunities/opportunities/the-existing-listed-building-was-built-in-1893-for-business-premises-and-as-an-administration-and-distribution-center-for-deutsche-post-and-was-added-to-the-list-of-monuments-of-the-city-of-ludenscheid-in-1985-there-are-two-full-floors-83365
/export-opportunities/opportunities/the-federal-republic-of-germany-is-funding-measures-to-improve-school-infrastructure-and-digitization-measures-in-schools-from-2020-to-2024-with-the-digitalpakt-schule-project-and-the-city-of-gelsenkirchen-has-decided-to-participate-in-the-3733,https://business.gov.uk/export-opportunities/opportunities/the-federal-republic-of-germany-is-funding-measures-to-improve-school-infrastructure-and-digitization-measures-in-schools-from-2020-to-2024-with-the-digitalpakt-schule-project-and-the-city-of-gelsenkirchen-has-decided-to-participate-in-the-3733/,/export-opportunities/opportunities/the-federal-republic-of-germany-is-funding-measures-to-improve-school-infrastructure-and-digitization-measures-in-schools-from-2020-to-2024-with-the-digitalpakt-schule-project-and-the-city-of-gelsenkirchen-has-decided-to-participate-in-the-3733/
/export-opportunities/opportunities/the-federal-republic-of-germany-is-funding-measures-to-improve-school-infrastructure-and-digitization-measures-in-schools-from-2020-to-2024-with-the-digitalpakt-schule-project-and-the-city-of-gelsenkirchen-has-decided-to-participate-in-the,https://business.gov.uk/export-opportunities/opportunities/the-federal-republic-of-germany-is-funding-measures-to-improve-school-infrastructure-and-digitization-measures-in-schools-from-2020-to-2024-with-the-digitalpakt-schule-project-and-the-city-of-gelsenkirchen-has-decided-to-participate-in-the/,/export-opportunities/opportunities/the-federal-republic-of-germany-is-funding-measures-to-improve-school-infrastructure-and-digitization-measures-in-schools-from-2020-to-2024-with-the-digitalpakt-schule-project-and-the-city-of-gelsenkirchen-has-decided-to-participate-in-the
/export-opportunities/opportunities/the-flood-of-the-century-in-summer-2021-is-one-of-the-largest-flood-disasters-in-germany-s-history-and-caused-severe-damage-bad-munstereifel-that-with-its-almost-completely-preserved-and-restored-city-wall-as-a-medieval,https://business.gov.uk/export-opportunities/opportunities/the-flood-of-the-century-in-summer-2021-is-one-of-the-largest-flood-disasters-in-germany-s-history-and-caused-severe-damage-bad-munstereifel-that-with-its-almost-completely-preserved-and-restored-city-wall-as-a-medieval/,/export-opportunities/opportunities/the-flood-of-the-century-in-summer-2021-is-one-of-the-largest-flood-disasters-in-germany-s-history-and-caused-severe-damage-bad-munstereifel-that-with-its-almost-completely-preserved-and-restored-city-wall-as-a-medieval
/export-opportunities/opportunities/the-fridtjof-nansen-realschule-in-gronau-is-a-4-stream-secondary-school-with-after-school-care-the-current-school-building-consists-of-four-components-the-concept-includes-the-renovation-and-restructuring-of-the-existing-buildings-from-1939-77083,https://business.gov.uk/export-opportunities/opportunities/the-fridtjof-nansen-realschule-in-gronau-is-a-4-stream-secondary-school-with-after-school-care-the-current-school-building-consists-of-four-components-the-concept-includes-the-renovation-and-restructuring-of-the-existing-buildings-from-1939-77083/,/export-opportunities/opportunities/the-fridtjof-nansen-realschule-in-gronau-is-a-4-stream-secondary-school-with-after-school-care-the-current-school-building-consists-of-four-components-the-concept-includes-the-renovation-and-restructuring-of-the-existing-buildings-from-1939-77083
/export-opportunities/opportunities/the-german-institute-of-human-nutrition-potsdam-rehbrucke-dife-conducts-experimental-and-applied-research-in-the-field-of-nutrition-and-health-the-dife-intends-to-award-the-following-services-maintenance-and-testing-of-safety-and-security,https://business.gov.uk/export-opportunities/opportunities/the-german-institute-of-human-nutrition-potsdam-rehbrucke-dife-conducts-experimental-and-applied-research-in-the-field-of-nutrition-and-health-the-dife-intends-to-award-the-following-services-maintenance-and-testing-of-safety-and-security/,/export-opportunities/opportunities/the-german-institute-of-human-nutrition-potsdam-rehbrucke-dife-conducts-experimental-and-applied-research-in-the-field-of-nutrition-and-health-the-dife-intends-to-award-the-following-services-maintenance-and-testing-of-safety-and-security
/export-opportunities/opportunities/the-german-institute-of-human-nutrition-potsdam-rehbrucke-dife-conducts-experimental-and-applied-research-in-the-field-of-nutrition-and-health-the-dife-intends-to-purchase-a-license-extension-for-the-product-vmware-v/,https://business.gov.uk/export-opportunities/opportunities/the-german-institute-of-human-nutrition-potsdam-rehbrucke-dife-conducts-experimental-and-applied-research-in-the-field-of-nutrition-and-health-the-dife-intends-to-purchase-a-license-extension-for-the-product-vmware-v/,/export-opportunities/opportunities/the-german-institute-of-human-nutrition-potsdam-rehbrucke-dife-conducts-experimental-and-applied-research-in-the-field-of-nutrition-and-health-the-dife-intends-to-purchase-a-license-extension-for-the-product-vmware-v/
/export-opportunities/opportunities/the-logistics-agency-of-the-military-forces-is-interested-in-receiving-quotations-to-carry-out-the-market-study-to-contract-the-acquisition-of-the-licensing-parameterization-implementation-and-production-of-the-si,https://business.gov.uk/export-opportunities/opportunities/the-logistics-agency-of-the-military-forces-is-interested-in-receiving-quotations-to-carry-out-the-market-study-to-contract-the-acquisition-of-the-licensing-parameterization-implementation-and-production-of-the-si/,/export-opportunities/opportunities/the-logistics-agency-of-the-military-forces-is-interested-in-receiving-quotations-to-carry-out-the-market-study-to-contract-the-acquisition-of-the-licensing-parameterization-implementation-and-production-of-the-si
/export-opportunities/opportunities/the-ministry-of-finance-and-europe-of-the-state-of-brandenburg-mdfe-has-decided-to-invite-tenders-for-sap-application-support-in-the-new-financial-management-system-sap-application-support-is-understood-here-to-mean-the-possibility-of,https://business.gov.uk/export-opportunities/opportunities/the-ministry-of-finance-and-europe-of-the-state-of-brandenburg-mdfe-has-decided-to-invite-tenders-for-sap-application-support-in-the-new-financial-management-system-sap-application-support-is-understood-here-to-mean-the-possibility-of/,/export-opportunities/opportunities/the-ministry-of-finance-and-europe-of-the-state-of-brandenburg-mdfe-has-decided-to-invite-tenders-for-sap-application-support-in-the-new-financial-management-system-sap-application-support-is-understood-here-to-mean-the-possibility-of
/export-opportunities/opportunities/the-municipality-of-schoenefeld-intends-to-upgrade-a-total-of-9-residential-streets-in-the-gartenstadt-residential-area-in-the-grossziethen-district-it-is-planned-to-rebuild-the-following-streets-in-the-following-order-jahnstrasse-friedr,https://business.gov.uk/export-opportunities/opportunities/the-municipality-of-schoenefeld-intends-to-upgrade-a-total-of-9-residential-streets-in-the-gartenstadt-residential-area-in-the-grossziethen-district-it-is-planned-to-rebuild-the-following-streets-in-the-following-order-jahnstrasse-friedr/,/export-opportunities/opportunities/the-municipality-of-schoenefeld-intends-to-upgrade-a-total-of-9-residential-streets-in-the-gartenstadt-residential-area-in-the-grossziethen-district-it-is-planned-to-rebuild-the-following-streets-in-the-following-order-jahnstrasse-friedr
/export-opportunities/opportunities/the-objective-of-the-rfp-is-to-award-a-contract-for-sophos-central-managed-detection-and-response-complete-service-mdr-and-central-managed-detection-and-response-complete-server-svrmdr-respectively-cybersecurity-as-a-service-in-the-service-le,https://business.gov.uk/export-opportunities/opportunities/the-objective-of-the-rfp-is-to-award-a-contract-for-sophos-central-managed-detection-and-response-complete-service-mdr-and-central-managed-detection-and-response-complete-server-svrmdr-respectively-cybersecurity-as-a-service-in-the-service-le/,/export-opportunities/opportunities/the-objective-of-the-rfp-is-to-award-a-contract-for-sophos-central-managed-detection-and-response-complete-service-mdr-and-central-managed-detection-and-response-complete-server-svrmdr-respectively-cybersecurity-as-a-service-in-the-service-le
